labels,sentence,kor_sentence
negative,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010, down from EUR 6.3 mn in the corresponding period in 2009.","+_land 핀란드 은행은 2010년 1/4분기에 2.2 mn의 영업이익을 기록했는데, 이는 2009년 같은 기간의 6.3 mn보다 감소한 수치이다."
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006, down from EUR 321.6 mn in 2005.",핀란드 전자제품 제조업체인 스캔필은 2005년 321.6 mn에서 2006년 241.2 mn의 순매출액을 보고하였다.
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007, down from EUR 62.4 mn a year earlier.",핀란드 전자제품 제조업체인 스캔필은 2007년 2분기 순매출액이 전년동기 62.4 mn에서 58.9 mn으로 감소했다고 발표했다.
negative,"Finnish Exel Composites, a technology company that designs, manufactures, and markets composite profiles and tubes for various industrial applications, reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009.","다양한 산업용 복합 프로파일과 튜브를 설계, 제조 및 판매하는 기술 회사인 핀란드 엑셀 컴포지트(Finnish Exel Composites)는 2010년 2분기 순매출액이 2009년 19.3 mn에서 2009년 19.2 mn으로 0.6% 감소했다고 발표했다."
negative,"Finnish GeoSentric's net sales decreased to EUR 939,000 in January-March 2009.","2009년 1월부터 3월까지 핀란드 지오센트릭의 순매출액은 93만9,000유로까지 감소했다."
negative,"Finnish Kemira's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008.","핀란드 케미라의 순매출 유로는 2008년 1월부터 6월까지 1,425.1 mn에서 2009년 1월부터 6월까지 1,259.6 mn으로 감소했다."
negative,"Finnish plumbing and heating systems supplier Uponor's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007.","핀란드 배관·난방 시스템 공급업체 오포르의 순매출은 2007년 1,047.4mn에서 2008년 949.2mn으로 9.4% 감소했다."
negative,"Finnish plumbing and heating systems supplier Uponor's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008, compared to EUR 262.1 mn in the third quarter of 2007.",핀란드 배관 및 난방 시스템 공급업체인 오노르의 지속적인 사업 운영 순매출액은 2007년 3분기 262.1 mn에 비해 2008년 7월~9월 249.1 mn으로 감소했다.
negative,"Finnish Scanfil, a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008, down from EUR 111.1 mn a year earlier.",통신 및 산업 전자 제품의 계약 제조업체 및 시스템 공급업체인 Finnish Scanfil은 2008년 상반기 순매출액이 전년도의 111.1 mn에서 108.7 mn으로 감소했다고 보고했습니다.
negative,"Finnish Scanfil, a systems supplier and contract manufacturer to the communications sector and the electronics industry, reports its net sales totalled EUR 94.7 mn in the first half of 2010, down from EUR 99.5 mn in the first half of 2009.",통신 부문과 전자 산업에 대한 시스템 공급 및 계약 제조업체인 Finnish Scanfil의 2010년 상반기 순매출액은 2009년 상반기의 99.5 mn에서 감소한 94.7 mn으로 보고되었다.
negative,"Finnish Scanfil, a systems supplier and contract manufacturer to the communications sector and the electronics industry, reports net sales of EUR 49.6 mn in the first quarter of 2009, which are only a per cent smaller than in the corresponding period in 2008.","통신 부문과 전자 산업에 대한 시스템 공급 및 계약 제조업체인 Finnish Scanfil은 2009년 1/4분기에 49.6 mn의 순매출액을 기록했으며, 이는 2008년 같은 기간에 비해 1퍼센트 감소된 수치입니다."
negative,"Finnish shipping company Finnlines, of the Grimaldi Group, reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008.",그리말디 그룹의 핀라인스(Finlines)는 2009년 1월부터 6월까지 순매출액이 2008년 같은 기간의 384.0 mn에서 241.8 mn으로 감소했다고 발표했다.
negative,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009.","2009년 9월 화물 운송량은 8,561톤으로 전년 동기 대비 1% 감소했다."
negative,"Cash flow after investments amounted to EUR45m, down from EUR46m.",투자 후 현금흐름은 4600만 유로에서 4500만 유로로 줄었다.
negative,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 %, down 2.2 % from the corresponding period in 2004-2005.",코카콜라는 2004년부터 2005년까지의 같은 기간보다 2.2% 하락한 36.9%의 시장 점유율로 제조사들의 시장 선두주자였다.
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005.,2005년 같은 기간의 17.1 mn에서 13.8 mn으로 영업이익이 감소했습니다.
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007.,영업 지속으로 인한 연결 영업이익은 2007년 135.7 mn에서 51.2 mn으로 62.3% 감소했다.
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007.,연결 세전 이익은 2007년 133.1 mn에서 41.0 mn으로 69.2% 감소했다.
negative,Device volume in the area decreased by 21 % to 2.7 mn units.,해당 지역의 장치 용량은 21% 감소하여 2.7 mn 유닛이 되었습니다.
negative,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76.,희석주당이익(EPS)은 유로 1.76에서 유로 0.78로 감소했다.
negative,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71.,희석주당이익(EPS)은 유로 1.71에서 유로 0.63으로 떨어졌다.
negative,down to EUR5 .9 m H1'09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009.,2009년 8월 3일 핀란드 미디어 그룹 Ilkka-Yhtyma Oyj(헬: ILK2S)는 2009년 상반기 순이익이 전년 동기 대비 45% 감소한 5.9m를 기록했다고 밝혔다.
negative,"Earnings per share ( EPS ) amounted to EUR1 .37, down from EUR2 .30.",주당순이익(EPS)은 1.37유로로 2.30유로에 비해 감소했다.
negative,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003.,2005년 주당순이익(EPS)은 2003년 1.89유로에서 1.87유로로 감소했다.
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29, down from EUR0 .40 year ago.",2007년 상반기 주당순이익(EPS)은 0.40유로에서 0.29유로로 떨어졌다.
negative,Finnair's total traffic decreased by 8.7 % in terms of revenue passenger kilometres.,핀에어의 총 교통량은 수익 여객 킬로미터 측면에서 8.7% 감소했다.
negative,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005.,핀란드의 비즈니스 소프트웨어 그룹인 AffectoGenimap Oyj는 순이익이 2005년 같은 기간의 2.2mln유로에서 2006년 9월까지 1.2mln유로로 반토막 났다고 밝혔다.
negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier.",핀란드의 금융 소프트웨어 솔루션 개발업체인 바스웨어 오이는 2007년 1분기 순이익이 전년 동기 2.0mln유로에 비해 88만4000유로(약 1.2mln)로 떨어졌다고 밝혔다.
negative,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006.,핀란드 유리 기술 회사인 글라스톤 오이 압프(Glaston Oyj Abp)의 순이익은 2006년 같은 기간의 7.8 mln 유로($ 11.4 mln)에서 2007년 9월까지 2.6 mln 유로($ 3.8 mln)로 감소했다.
negative,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007.","핀란드 관리 소프트웨어 솔루션 공급업체인 Ixonos Oyj의 순이익은 2007년 같은 기간의 669,000 유로에서 2008년 1/4분기에는 369,000 유로로 감소했다."
negative,Finnish media company Talentum Oyj's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007.,핀란드 미디어 회사인 탈렌툼 오이(Talentum Oyj)의 순이익은 2007년 1분기 3.0mln 유로에서 2008년 1분기 2.5mln 유로로 감소했다.
negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007.,핀란드 금속제품 회사인 컴포넌타 오이(Componenta Oyj)의 순이익은 2007년 같은 기간의 25.4 mln($ 40.7 mln)에서 2008년 상반기에는 25.1 mln($ 40.2 mln)으로 약간 감소했다.
negative,"In a separate announcement to the Helsinki stock exchange, Atria revealed that the company's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year's Q3.",아트리아는 헬싱키 증권거래소에 대한 별도 공시를 통해 회사의 3분기 이익이 지난해 3분기 13.9m유로에서 올해 3분기 12.7m유로로 감소했다고 밝혔다.
negative,"In the fourth quarter of 2008, net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007.",2008년 4/4분기 순매출액은 2007년 4/4분기 165.5 mn에서 121.4 mn으로 감소했다.
negative,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15, after Citigroup and ING slashed their targets on the stock.","보험사인 악사(Axa, PAR : CS)는 시티그룹과 ING가 주가를 대폭 인하한 후 5.35% 하락한 14.15유로를 기록했다."
negative,"( ADP News ) - Feb 11, 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007.",(ADP News ) - 2009년 2월 11일 핀란드 목제품 기술 공급 업체 라우테 오이(Laute Oyj)는 2007년 660만 유로에서 2008년 470만 유로(USD 6.1m)로 순이익이 감소했다고 밝혔다.
negative,"( ADP News ) - Feb 12, 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007.",(ADP 뉴스) - 2009년 2월 12일 - 핀란드 건설 회사인 Lemincainen Oyj(헬: LEM1S)는 순이익이 2007년 8060만 유로에서 2008년 6350만 유로(81.1m)로 감소했다고 밝혔다.
negative,"( ADP News ) - Feb 4, 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",(ADP News ) - 2009년 2월 4일 - 핀란드의 광대역 데이터 통신 시스템 및 솔루션 기업 Telest Oyj(HEL : TLT1V)는 현재 순이익이 200개당 940만 유로에서 2008년 550만 유로(USD 7.2m)로 감소했다고 밝혔습니다.
negative,"( ADP News ) - Jan 22, 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007.",(ADP 뉴스) - 2009년 1월 22일 - 핀란드의 휴대전화 제조업체 노키아 Oyj(OMX : NOK1V)는 자사의 영업이익이 2007년 80억 유로에서 2008년 50억 유로로 감소했다고 오늘 발표했다.
negative,"( ADPnews ) - May 4, 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",(ADPnews ) - 2010년 5월 4일 - 핀란드의 식기 및 수공구 제조업체 Fiskars Oyj Abp (HEL : FISAS)는 오늘 순이익이 해당 분기의 1700만 유로에서 2010년 1분기 1290만 유로 (USD 17m)로 감소했다고 밝혔습니다.
negative,"( ADPnews ) - Oct 21, 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",(ADP news ) - 2009년 10월 21일 - 핀란드 기반 IT 컨설팅 회사인 Tieto Oyj(HEL : TIE1V)는 같은 기간의 5870만 유로에서 2009년 첫 9개월 동안 순이익이 2940만 유로(43.9m)로 급감했다고 밝혔습니다.
negative,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 %.,핀란드의 헬싱키와 에스토니아의 탈린을 잇는 노선의 시장 점유율은 0.1% 포인트 감소한 24.8%를 기록했다.
negative,Net profit fell by almost half to +? 5.5 million from +? 9.4 million at the end of 2007.,순이익은 2007년 말 940만 달러에서 550만 달러로 거의 절반 가까이 감소했다.
negative,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier, the Finnish company said.",핀란드 회사는 3월 31일까지 3개월간의 순이익이 1억300만 달러로 전년 동기 1억3100만 달러에서 감소했다고 밝혔다.
negative,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009.,순매출액은 2009년 해당 기간의 470.0 mn에서 220.5 mn으로 감소하였습니다.
negative,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005.,순매출액은 2005년 해당 기간의 1억900만 유로에서 91.6만 유로로 감소하였습니다.
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn.,순매출은 2008년 3분기보다 33% 하락하여 130.5만 유로에 달했다.
negative,Net sales fell by 5 % from the previous accounting period.,순매출액이 전 회계기간보다 5% 감소했다.
negative,"Net sales of Kyro's main business area, Glaston Technologies, a manufacturer of glass processing machines, decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005.",카이로의 주요 사업 분야인 유리 가공 기계 제조업체인 글라스톤 테크놀로지의 순매출은 2005년 1월부터 9월까지 164.1 mn에서 161.5 mn으로 감소했다.
negative,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008.,영업이익은 2008년 21.1 mn에서 1600만 유로로 감소했다.
negative,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006.,영업이익은 2005년 2분기 7.9 mn에서 2006년 2분기 5.1 mn으로 떨어졌다.
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006.,영업이익은 2006년 24.6 mn에서 15.1 mn으로 떨어졌다.
negative,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn.,영업이익은 32.86 mn에서 23.26 mn으로 떨어졌다.
negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007.,영업이익은 2007년 55.3 mn에서 38.1 mn으로 떨어졌다.
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007.,영업이익은 2007년 3분기 8.5 mn에서 6.2 mn으로 떨어졌다.
negative,Orion's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier.,오리온의 2007년 3분기 순이익은 36.5mln유로(약 52.1mln)로 전년 동기 40.3mln유로(약 57.5mln)보다 감소했다.
negative,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn.,세전 이익은 EUR 305.6 mn에서 EUR 193.1 mn으로 37% 감소하였습니다.
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005.,세전 이익은 2005년 4분기 EUR 40.8mn에서 33.8mn으로 감소하였습니다.
negative,"Pretax profit totaled EUR 9.0 mn, down from EUR 36.3 mn in 2007.",세전 이익은 2007년 36.3 mn에서 9.0 mn으로 감소했습니다.
negative,Prices and delivery volumes of broadband products decreased significantly in 2005.,광대역 제품의 가격과 공급량은 2005년에 크게 감소했다.
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008.,이 기간의 이익은 2008년 1월부터 9월까지 7.5 mn에서 1.6 mn으로 떨어졌다.
negative,"Profit for the period totalled EUR 0.8 mn, down from EUR 1.1 mn in the corresponding period in 2008.",이 기간의 총 이익은 0.8 mn로 2008년의 1.1 mn에 비해 감소하였다.
negative,"Profit for the period totalled EUR 1.1 mn, down from EUR 1.6 mn in the third quarter of 2008.",이 기간의 총 이익은 1.1 mn로 2008년 3/4분기의 1.6 mn에서 감소했다.
negative,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier.,4분기 수익은 전년 동기 대비 8% 감소한 24억 유로였다.
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales.,SRV는 주택 판매의 불확실성 때문에 2008년 전체 순매출 추정치를 낮췄다.
negative,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007.,Stora Enso Oyj는 2분기 실적이 2007년 같은 기간에 비해 절반으로 떨어질 것이라고 말했다.
negative,Subscription sales decreased slightly.,구독 매출이 소폭 감소했습니다.
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009.,회사는 2009년 8월 5일 중간 보고서에 제시된 2009년도의 EUR93.9m보다 낮은 수익에 대한 추정치를 확인했다.
negative,The company said that the fall in turnover had been planned.,그 회사는 이직률 하락이 계획된 것이었다고 말했다.
negative,The Department Store Division's sales fell by 8.6 % to EUR 140.2 mn.,백화점 부문의 매출은 8.6% 하락하여 140.2 유로가 되었다.
negative,The fair value of the company's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier.,이 회사의 투자부동산 공정가치는 2009년 말 27억6800만 유로로 1년 전 29억1600만 유로에서 하락했다.
negative,The fair value of the company's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier.,이 회사의 투자부동산 공정가치는 2009년 9월 말 유로2.769bn으로 전년 동월 유로2.878bn에서 하락했다.
negative,The Group's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008.,이 그룹의 주문 포트폴리오는 9~2007년 42.9 mn에서 2~2008년 33.3 mn으로 감소했다.
negative,The net sales decreased to EUR 49.8 million from EUR 59.9 million.,순매출액이 5990만 유로에서 4980만 유로로 줄었다.
negative,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010.,2010년 6월 티이마리 판매량은 전년 동기 대비 4.0% 하락한 3.3m를 기록했다.
negative,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007, down from EUR 60.1 mn a year before.",핀란드 전자제품 제조업체인 스캔필은 2007년 1분기 순매출액이 52.2 유로로 1년 전의 60.1 mn보다 감소했다.
negative,"Alma Media's operating profit amounted to EUR 11.9 mn, down from EUR 15.0 mn a year earlier.",알마미디어의 영업이익은 11.9 mn으로 전년도의 15.0 mn보다 감소했다.
negative,"Commission income decreased to EUR 3.8 mn, compared to EUR 4.6 mn in the third quarter of 2007.",수수료 수입은 2007년 3분기 4.6 mn에 비해 3.8 mn으로 감소했다.
negative,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007.,수수료 수입은 2007년 해당 기간의 5.1 mn에서 4.6 mn으로 떨어졌습니다.
negative,Export declined by 6 percent to 16.4 million liters.,수출은 1640만 리터로 6% 감소했다.
negative,"Exports of goods fell by 59 %, and imports by 16.7 %.","상품 수출은 59%, 수입은 16.7% 감소했다."
negative,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate.,핀란드의 휴대폰 충전기 개발 및 제조업체인 살콤프(Salcomp) OMX 헬싱키(Sal1V)는 11월 19일(현지시간) 연간 순매출 예상치를 하향 조정했다.
negative,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005.,핀란드 투자단체 노르베스티아 오이(Norvestia Oyj)는 순이익이 2005년 33.5mln 유로 43.6mln에서 2006년 23.5mln 유로 30.6mln으로 떨어졌다고 밝혔다.
negative,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m, falling short of the EUR22 .5 m it posted for the same period of 2009.",그룹 EB상반기 IT 부서는 유로13.6m 미화 17.8m로 2009년 같은 기간에 기록한 유로22.5m에 미치지 못했다.
negative,"However, its market share shrank to 47.59 per cent from 48 per cent a year earlier.",그러나 시장점유율은 1년 전의 48%에서 47.59%로 줄어들었다.
negative,"However, the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009.",그러나 3분기 순이익은 2009년 같은 기간의 150만 유로에서 140만 유로로 감소했다.
negative,"However, the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009.",그러나 3분기 순이익은 2009년 해당 기간의 1.5백만 유로에서 1.4백만 유로로 떨어졌다.
negative,"However, the net sales declined to EUR 803.6 million from EUR 1.2 billion.",그러나 순매출액은 12억 유로에서 8억360만 유로로 감소했다.
negative,"In food trade, sales amounted to EUR320 .1 m, a decline of 1.1 %.",식품 무역에서 매출액은 EUR320.1m로 1.1% 감소했다.
negative,"In January-November 2009, the group's sales totalled EUR 7,801.7 mn, which was a drop of 12.6 % from the same period of 2008.","2009년 1월부터 11월까지 이 그룹의 총 매출은 7,801.7 유로로 2008년 같은 기간에 비해 12.6% 감소했다."
negative,"In July-September 2009, Konecranes' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008.",2009년 7월부터 9월까지 코네크라네스의 매출은 2008년 7월부터 9월까지 520.4 mn에서 368.7 mn으로 감소했다.
negative,"In sales volume, Coca-Cola's market share has decreased by 2.2 % to 24.2 %.",판매량에서 코카콜라의 시장 점유율은 2.2% 감소한 24.2%를 기록했다.
negative,"In September alone, the market declined by 10.2 percent year-on-year to 19.28 million liters.",9월에만 전년 동기 대비 10.2% 감소한 1928만ℓ를 기록했다.
negative,"In the Baltic countries, development of operations and reorganisation continued, and non-recurring items related to the takeover process lowered earnings.","발트해 국가들에서는 운영 개발과 조직개편이 이어졌고, 인수 과정과 관련된 비반복적인 항목들이 수익을 낮췄다."
negative,"In the Baltic countries, sales fell by 40.2 %, and in Russia, by 23.2 % in terms of euros, and by 10.7 % in terms of local currency.","발트 3국의 경우 매출이 40.2% 감소했고, 러시아는 유로 기준으로 23.2%, 현지 통화 기준으로는 10.7% 감소했다."
negative,"In the Baltic countries, sales fell by 42.6 %.","발트해 국가들에서, 판매량은 42.6% 감소했다."
negative,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT.,노키아의 미국 주가는 1750년 12.73달러로 3.3% 하락했다.
negative,"Nokia shares hit 13.21 euros on Friday, down 50 percent from the start of the year in part because of the slow introduction of touch-screen models.",노키아의 주가는 터치스크린 모델 출시가 지지부진해 13.21유로를 기록했다.
negative,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn.,영업이익은 16.6 mn에서 11.2 mn으로 감소했습니다.
negative,"Operating profit decreased to nearly EUR 1.7 mn, however.",그러나 영업이익은 거의 1.7 mn로 감소했다.
negative,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008.,영업이익은 2008년 2분기 74.2 mn에서 20.3 mn으로 떨어졌다.
negative,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier.,4분기 영업이익이 전년 동기 3900만 유로에서 3300만 유로로 줄었다.
negative,"Operating profit totaled EUR 3.8 mn, down from EUR 4.5 mn in the corresponding period in 2005.",영업이익은 2005년 같은 기간의 4.5 mn보다 감소한 3.8 mn 유로이다.
negative,"Operating profit totaled EUR 6.7 mn, down from EUR 7.2 mn in the corresponding period in 2005.",영업이익은 2005년 같은 기간의 7.2 mn보다 감소한 6.7 mn 유로였다.
negative,"Operating profit totaled EUR 9.4 mn, down from EUR 11.7 mn in 2004.",영업이익은 2004년 11.7 mn에서 9.4 mn로 감소했다.
negative,"Operating profit totalled EUR 1.22 mn, down from EUR 3.56 mn in the first quarter of 2008.",총 영업이익은 1.22 mn로 2008년 1분기 3.56 mn보다 감소하였다.
negative,"Operating profit totalled EUR 30.2 mn, down from EUR 43.8 mn a year earlier.",총 영업이익은 30.2 유로로 전년도의 43.8 MN에 비해 감소하였다.
negative,"Operating profit totalled EUR 9.0 mn, down from EUR 9.7 mn in the first half of 2008.",영업이익은 2008년 상반기의 9.7 mn에서 9.0 mn로 떨어졌다.
negative,"Operating profit totalled EUR 9.6 mn, down from EUR 42.0 mn the year before.",총 영업이익은 9.6 유로로 전년도의 42.0 유로에 비해 감소하였다.
negative,"Operating profit was EUR -0.1 mn, down from EUR 1.3 mn.",영업이익은 1.3 mn에서 0.1 mn으로 감소했다.
negative,"Profit for the period was EUR 10.9 mn, down from EUR 14.3 mn in 2009.",이 기간의 이익은 2009년 14.3 mn에서 10.9 mn로 떨어졌다.
negative,"Revenue was slightly down, at  x20ac 495 million $ 634 million, compared to  x20ac 497 million a year earlier.",매출액은 전년도의 2억4천9백만 달러 대비 6억3천4백만 달러로 소폭 감소했다.
negative,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million, while Gallerix stores saw 29 % growth to EUR 2 million.","티이마리 사업 매출은 8% 하락한 1180만 유로, 갤러릭스 매장은 29% 성장한 200만 유로로 집계됐다."
negative,Sales by Seppala diminished by 6 per cent.,세팔라의 매출은 6퍼센트 감소했다.
negative,Talentum's net sales in September were smaller than expected.,탈렌툼의 9월 순매출 규모가 예상보다 작았다.
negative,The company's previous estimate was for a lower revenue than the year-ago EUR 93.9 million.,"이 회사의 이전 추정치는 전년도의 9,390만 유로보다 낮은 수익에 대한 것이었다."
negative,"The company's profit totaled Ls 578,100 in H1 2007, down 30.9 % year-on-year.",2007년 1분기 Ls의 이익은 57만8100으로 전년 동기 대비 30.9% 감소했다.
negative,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year.,그 회사는 3월 말까지 3개월 동안의 매출이 작년 91.2m에서 113.4m로 떨어졌다고 말했다.
negative,The operating margin came down to 2.4 % from 5.7 %.,영업이익률이 5.7%에서 2.4%로 낮아졌다.
negative,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007.,Aker Yards Cruise & Ferries 사업부의 영업 마진은 2007년 1분기에 8.3%에서 6.4%로 떨어졌다.
negative,The terms of the aforementioned funding are considerably below the Bank's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years.,앞서 언급한 자금조달 조건은 시중은행의 현재 CDS 수준보다 상당히 낮은 수준이며 만기는 1~7.5년이다.
negative,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008.,2008년 9월 말까지 은행이 관리하는 총 자금 자본은 28% 감소하여 284만 유로가 되었다.
negative,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki.,이날 헬싱키에서 거래된 UPM 주가는 3% 하락하며 유로 12.49달러 17.24달러에 거래됐다.
negative,"YIT's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros, representing a drop of 29 percent year on year.",YIT의 2008년 1분기 발트해 매출은 1억620만 유로로 전년 동기 대비 29% 감소했다.
positive,"According to the company, its operating profit, excluding non-recurring items, in the fourth quarter of 2009 was significantly better than expected, and also better than the figures for the fourth quarter of 2008.","회사 측에 따르면 2009년 4·4분기 비경상항목을 제외한 영업이익이 예상보다 크게 양호했고, 2008년 4·4분기 수치보다도 양호한 것으로 나타났다."
positive,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line.,`` 저는 이 프로젝트와 바이킹 라인과의 지속적인 협력에 대해 매우 기쁘게 생각합니다.
positive,"The apartment block will be well-located, in easy reach of the city center and close to both a school and kindergarten.",아파트 블록은 위치가 좋고 도심에서 쉽게 접근할 수 있으며 학교와 유치원 모두에서 가까울 것이다.
